dataset,method,p,seed,K,f_value
email_eu_core,degree_obs,0.3,12,4,460
email_eu_core,degree_obs,0.3,12,5,497
email_eu_core,degree_obs,0.3,12,6,539
email_eu_core,degree_obs,0.3,12,7,550
email_eu_core,degree_obs,0.3,12,8,557
email_eu_core,degree_obs,0.3,12,9,569
email_eu_core,degree_obs,0.3,12,10,576
email_eu_core,degree_obs,0.3,12,11,601
email_eu_core,degree_obs,0.3,12,12,609
email_eu_core,degree_obs,0.3,12,13,614
email_eu_core,degree_obs,0.3,12,14,637
email_eu_core,degree_obs,0.3,12,15,640
email_eu_core,degree_obs,0.3,12,16,643
email_eu_core,degree_obs,0.3,12,17,650
email_eu_core,degree_obs,0.3,12,18,651
email_eu_core,degree_obs,0.3,12,19,658
email_eu_core,degree_obs,0.3,12,20,663
email_eu_core,degree_obs,0.3,12,21,686
email_eu_core,degree_obs,0.3,12,22,692
email_eu_core,degree_obs,0.3,12,23,695
email_eu_core,degree_obs,0.3,12,24,698
email_eu_core,degree_obs,0.3,12,25,702
email_eu_core,degree_obs,0.3,12,26,706
email_eu_core,degree_obs,0.3,12,27,718
email_eu_core,degree_obs,0.3,12,28,721
email_eu_core,degree_obs,0.3,12,29,727
email_eu_core,degree_obs,0.3,12,30,728
email_eu_core,degree_obs,0.3,13,1,334
email_eu_core,degree_obs,0.3,13,2,406
email_eu_core,degree_obs,0.3,13,3,464
email_eu_core,degree_obs,0.3,13,4,480
email_eu_core,degree_obs,0.3,13,5,490
email_eu_core,degree_obs,0.3,13,6,517
email_eu_core,degree_obs,0.3,13,7,528
email_eu_core,degree_obs,0.3,13,8,570
email_eu_core,degree_obs,0.3,13,9,600
email_eu_core,degree_obs,0.3,13,10,620
email_eu_core,degree_obs,0.3,13,11,627
email_eu_core,degree_obs,0.3,13,12,631
email_eu_core,degree_obs,0.3,13,13,642
email_eu_core,degree_obs,0.3,13,14,644
email_eu_core,degree_obs,0.3,13,15,646
email_eu_core,degree_obs,0.3,13,16,654
email_eu_core,degree_obs,0.3,13,17,654
email_eu_core,degree_obs,0.3,13,18,661
email_eu_core,degree_obs,0.3,13,19,668
email_eu_core,degree_obs,0.3,13,20,678
email_eu_core,degree_obs,0.3,13,21,683
email_eu_core,degree_obs,0.3,13,22,710
email_eu_core,degree_obs,0.3,13,23,721
email_eu_core,degree_obs,0.3,13,24,726
email_eu_core,degree_obs,0.3,13,25,729
email_eu_core,degree_obs,0.3,13,26,731
email_eu_core,degree_obs,0.3,13,27,735
email_eu_core,degree_obs,0.3,13,28,737
email_eu_core,degree_obs,0.3,13,29,740
email_eu_core,degree_obs,0.3,13,30,747
email_eu_core,degree_obs,0.3,14,1,334
email_eu_core,degree_obs,0.3,14,2,406
email_eu_core,degree_obs,0.3,14,3,441
email_eu_core,degree_obs,0.3,14,4,463
email_eu_core,degree_obs,0.3,14,5,507
email_eu_core,degree_obs,0.3,14,6,517
email_eu_core,degree_obs,0.3,14,7,552
email_eu_core,degree_obs,0.3,14,8,591
email_eu_core,degree_obs,0.3,14,9,626
email_eu_core,degree_obs,0.3,14,10,642
email_eu_core,degree_obs,0.3,14,11,645
email_eu_core,degree_obs,0.3,14,12,647
email_eu_core,degree_obs,0.3,14,13,653
email_eu_core,degree_obs,0.3,14,14,659
email_eu_core,degree_obs,0.3,14,15,664
email_eu_core,degree_obs,0.3,14,16,667
email_eu_core,degree_obs,0.3,14,17,672
email_eu_core,degree_obs,0.3,14,18,676
email_eu_core,degree_obs,0.3,14,19,684
email_eu_core,degree_obs,0.3,14,20,690
email_eu_core,degree_obs,0.3,14,21,698
email_eu_core,degree_obs,0.3,14,22,705
email_eu_core,degree_obs,0.3,14,23,715
email_eu_core,degree_obs,0.3,14,24,717
email_eu_core,degree_obs,0.3,14,25,722
email_eu_core,degree_obs,0.3,14,26,726
email_eu_core,degree_obs,0.3,14,27,727
email_eu_core,degree_obs,0.3,14,28,732
email_eu_core,degree_obs,0.3,14,29,741
email_eu_core,degree_obs,0.3,14,30,747
email_eu_core,degree_obs,0.3,15,1,334
email_eu_core,degree_obs,0.3,15,2,384
email_eu_core,degree_obs,0.3,15,3,430
email_eu_core,degree_obs,0.3,15,4,460
email_eu_core,degree_obs,0.3,15,5,484
email_eu_core,degree_obs,0.3,15,6,527
email_eu_core,degree_obs,0.3,15,7,540
email_eu_core,degree_obs,0.3,15,8,548
email_eu_core,degree_obs,0.3,15,9,582
email_eu_core,degree_obs,0.3,15,10,594
email_eu_core,degree_obs,0.3,15,11,618
email_eu_core,degree_obs,0.3,15,12,629
email_eu_core,degree_obs,0.3,15,13,635
email_eu_core,degree_obs,0.3,15,14,642
email_eu_core,degree_obs,0.3,15,15,642
email_eu_core,degree_obs,0.3,15,16,654
email_eu_core,degree_obs,0.3,15,17,668
email_eu_core,degree_obs,0.3,15,18,669
email_eu_core,degree_obs,0.3,15,19,679
email_eu_core,degree_obs,0.3,15,20,684
email_eu_core,degree_obs,0.3,15,21,698
email_eu_core,degree_obs,0.3,15,22,706
email_eu_core,degree_obs,0.3,15,23,708
email_eu_core,degree_obs,0.3,15,24,708
email_eu_core,degree_obs,0.3,15,25,731
email_eu_core,degree_obs,0.3,15,26,732
email_eu_core,degree_obs,0.3,15,27,732
email_eu_core,degree_obs,0.3,15,28,733
email_eu_core,degree_obs,0.3,15,29,735
email_eu_core,degree_obs,0.3,15,30,737
email_eu_core,degree_obs,0.3,16,1,334
email_eu_core,degree_obs,0.3,16,2,406
email_eu_core,degree_obs,0.3,16,3,441
email_eu_core,degree_obs,0.3,16,4,460
email_eu_core,degree_obs,0.3,16,5,508
email_eu_core,degree_obs,0.3,16,6,553
email_eu_core,degree_obs,0.3,16,7,560
email_eu_core,degree_obs,0.3,16,8,590
email_eu_core,degree_obs,0.3,16,9,600
email_eu_core,degree_obs,0.3,16,10,608
email_eu_core,degree_obs,0.3,16,11,616
email_eu_core,degree_obs,0.3,16,12,620
email_eu_core,degree_obs,0.3,16,13,623
email_eu_core,degree_obs,0.3,16,14,639
email_eu_core,degree_obs,0.3,16,15,648
email_eu_core,degree_obs,0.3,16,16,649
email_eu_core,degree_obs,0.3,16,17,658
email_eu_core,degree_obs,0.3,16,18,663
email_eu_core,degree_obs,0.3,16,19,676
email_eu_core,degree_obs,0.3,16,20,679
email_eu_core,degree_obs,0.3,16,21,686
email_eu_core,degree_obs,0.3,16,22,687
email_eu_core,degree_obs,0.3,16,23,697
email_eu_core,degree_obs,0.3,16,24,704
email_eu_core,degree_obs,0.3,16,25,708
email_eu_core,degree_obs,0.3,16,26,711
email_eu_core,degree_obs,0.3,16,27,737
email_eu_core,degree_obs,0.3,16,28,744
email_eu_core,degree_obs,0.3,16,29,747
email_eu_core,degree_obs,0.3,16,30,748
email_eu_core,degree_obs,0.3,17,1,334
email_eu_core,degree_obs,0.3,17,2,384
email_eu_core,degree_obs,0.3,17,3,449
email_eu_core,degree_obs,0.3,17,4,492
email_eu_core,degree_obs,0.3,17,5,514
email_eu_core,degree_obs,0.3,17,6,523
email_eu_core,degree_obs,0.3,17,7,561
email_eu_core,degree_obs,0.3,17,8,573
email_eu_core,degree_obs,0.3,17,9,582
email_eu_core,degree_obs,0.3,17,10,610
email_eu_core,degree_obs,0.3,17,11,623
email_eu_core,degree_obs,0.3,17,12,639
email_eu_core,degree_obs,0.3,17,13,644
email_eu_core,degree_obs,0.3,17,14,649
email_eu_core,degree_obs,0.3,17,15,657
email_eu_core,degree_obs,0.3,17,16,664
email_eu_core,degree_obs,0.3,17,17,667
email_eu_core,degree_obs,0.3,17,18,669
email_eu_core,degree_obs,0.3,17,19,677
email_eu_core,degree_obs,0.3,17,20,707
email_eu_core,degree_obs,0.3,17,21,713
email_eu_core,degree_obs,0.3,17,22,715
email_eu_core,degree_obs,0.3,17,23,722
email_eu_core,degree_obs,0.3,17,24,729
email_eu_core,degree_obs,0.3,17,25,730
email_eu_core,degree_obs,0.3,17,26,737
email_eu_core,degree_obs,0.3,17,27,738
email_eu_core,degree_obs,0.3,17,28,739
email_eu_core,degree_obs,0.3,17,29,742
email_eu_core,degree_obs,0.3,17,30,742
email_eu_core,degree_obs,0.3,18,1,334
email_eu_core,degree_obs,0.3,18,2,384
email_eu_core,degree_obs,0.3,18,3,430
email_eu_core,degree_obs,0.3,18,4,460
email_eu_core,degree_obs,0.3,18,5,475
email_eu_core,degree_obs,0.3,18,6,517
email_eu_core,degree_obs,0.3,18,7,528
email_eu_core,degree_obs,0.3,18,8,563
email_eu_core,degree_obs,0.3,18,9,575
email_eu_core,degree_obs,0.3,18,10,596
email_eu_core,degree_obs,0.3,18,11,600
email_eu_core,degree_obs,0.3,18,12,605
email_eu_core,degree_obs,0.3,18,13,616
email_eu_core,degree_obs,0.3,18,14,639
email_eu_core,degree_obs,0.3,18,15,648
email_eu_core,degree_obs,0.3,18,16,652
email_eu_core,degree_obs,0.3,18,17,653
email_eu_core,degree_obs,0.3,18,18,655
email_eu_core,degree_obs,0.3,18,19,663
email_eu_core,degree_obs,0.3,18,20,674
email_eu_core,degree_obs,0.3,18,21,677
email_eu_core,degree_obs,0.3,18,22,680
email_eu_core,degree_obs,0.3,18,23,708
email_eu_core,degree_obs,0.3,18,24,712
email_eu_core,degree_obs,0.3,18,25,715
email_eu_core,degree_obs,0.3,18,26,719
email_eu_core,degree_obs,0.3,18,27,725
email_eu_core,degree_obs,0.3,18,28,730
email_eu_core,degree_obs,0.3,18,29,733
email_eu_core,degree_obs,0.3,18,30,736
email_eu_core,degree_obs,0.3,19,1,334
email_eu_core,degree_obs,0.3,19,2,384
email_eu_core,degree_obs,0.3,19,3,440
email_eu_core,degree_obs,0.3,19,4,492
email_eu_core,degree_obs,0.3,19,5,508
email_eu_core,degree_obs,0.3,19,6,517
email_eu_core,degree_obs,0.3,19,7,552
email_eu_core,degree_obs,0.3,19,8,568
email_eu_core,degree_obs,0.3,19,9,575
email_eu_core,degree_obs,0.3,19,10,586
email_eu_core,degree_obs,0.3,19,11,605
email_eu_core,degree_obs,0.3,19,12,621
email_eu_core,degree_obs,0.3,19,13,624
email_eu_core,degree_obs,0.3,19,14,643
email_eu_core,degree_obs,0.3,19,15,644
email_eu_core,degree_obs,0.3,19,16,653
email_eu_core,degree_obs,0.3,19,17,654
email_eu_core,degree_obs,0.3,19,18,658
email_eu_core,degree_obs,0.3,19,19,661
email_eu_core,degree_obs,0.3,19,20,675
email_eu_core,degree_obs,0.3,19,21,677
email_eu_core,degree_obs,0.3,19,22,677
email_eu_core,degree_obs,0.3,19,23,684
email_eu_core,degree_obs,0.3,19,24,707
email_eu_core,degree_obs,0.3,19,25,713
email_eu_core,degree_obs,0.3,19,26,713
email_eu_core,degree_obs,0.3,19,27,717
email_eu_core,degree_obs,0.3,19,28,719
email_eu_core,degree_obs,0.3,19,29,721
email_eu_core,degree_obs,0.3,19,30,724
email_eu_core,degree_obs,0.5,0,1,334
email_eu_core,degree_obs,0.5,0,2,384
email_eu_core,degree_obs,0.5,0,3,430
email_eu_core,degree_obs,0.5,0,4,460
email_eu_core,degree_obs,0.5,0,5,508
email_eu_core,degree_obs,0.5,0,6,517
email_eu_core,degree_obs,0.5,0,7,552
email_eu_core,degree_obs,0.5,0,8,563
email_eu_core,degree_obs,0.5,0,9,600
email_eu_core,degree_obs,0.5,0,10,608
email_eu_core,degree_obs,0.5,0,11,643
email_eu_core,degree_obs,0.5,0,12,654
email_eu_core,degree_obs,0.5,0,13,656
email_eu_core,degree_obs,0.5,0,14,662
email_eu_core,degree_obs,0.5,0,15,663
email_eu_core,degree_obs,0.5,0,16,671
email_eu_core,degree_obs,0.5,0,17,677
email_eu_core,degree_obs,0.5,0,18,688
email_eu_core,degree_obs,0.5,0,19,702
email_eu_core,degree_obs,0.5,0,20,705
email_eu_core,degree_obs,0.5,0,21,706
email_eu_core,degree_obs,0.5,0,22,708
email_eu_core,degree_obs,0.5,0,23,716
email_eu_core,degree_obs,0.5,0,24,724
email_eu_core,degree_obs,0.5,0,25,725
email_eu_core,degree_obs,0.5,0,26,732
email_eu_core,degree_obs,0.5,0,27,737
email_eu_core,degree_obs,0.5,0,28,742
email_eu_core,degree_obs,0.5,0,29,742
email_eu_core,degree_obs,0.5,0,30,747
email_eu_core,degree_obs,0.5,1,1,334
email_eu_core,degree_obs,0.5,1,2,406
email_eu_core,degree_obs,0.5,1,3,441
email_eu_core,degree_obs,0.5,1,4,463
email_eu_core,degree_obs,0.5,1,5,475
email_eu_core,degree_obs,0.5,1,6,517
email_eu_core,degree_obs,0.5,1,7,536
email_eu_core,degree_obs,0.5,1,8,562
email_eu_core,degree_obs,0.5,1,9,570
email_eu_core,degree_obs,0.5,1,10,603
email_eu_core,degree_obs,0.5,1,11,608
email_eu_core,degree_obs,0.5,1,12,631
email_eu_core,degree_obs,0.5,1,13,637
email_eu_core,degree_obs,0.5,1,14,640
email_eu_core,degree_obs,0.5,1,15,641
email_eu_core,degree_obs,0.5,1,16,644
email_eu_core,degree_obs,0.5,1,17,645
email_eu_core,degree_obs,0.5,1,18,655
email_eu_core,degree_obs,0.5,1,19,663
email_eu_core,degree_obs,0.5,1,20,666
email_eu_core,degree_obs,0.5,1,21,668
email_eu_core,degree_obs,0.5,1,22,679
email_eu_core,degree_obs,0.5,1,23,682
email_eu_core,degree_obs,0.5,1,24,707
email_eu_core,degree_obs,0.5,1,25,714
email_eu_core,degree_obs,0.5,1,26,721
email_eu_core,degree_obs,0.5,1,27,723
email_eu_core,degree_obs,0.5,1,28,727
email_eu_core,degree_obs,0.5,1,29,729
email_eu_core,degree_obs,0.5,1,30,737
email_eu_core,degree_obs,0.5,2,1,334
email_eu_core,degree_obs,0.5,2,2,406
email_eu_core,degree_obs,0.5,2,3,441
email_eu_core,degree_obs,0.5,2,4,463
email_eu_core,degree_obs,0.5,2,5,507
email_eu_core,degree_obs,0.5,2,6,517
email_eu_core,degree_obs,0.5,2,7,536
email_eu_core,degree_obs,0.5,2,8,568
email_eu_core,degree_obs,0.5,2,9,577
email_eu_core,degree_obs,0.5,2,10,583
email_eu_core,degree_obs,0.5,2,11,614
email_eu_core,degree_obs,0.5,2,12,627
email_eu_core,degree_obs,0.5,2,13,632
email_eu_core,degree_obs,0.5,2,14,648
email_eu_core,degree_obs,0.5,2,15,649
email_eu_core,degree_obs,0.5,2,16,652
email_eu_core,degree_obs,0.5,2,17,682
email_eu_core,degree_obs,0.5,2,18,684
email_eu_core,degree_obs,0.5,2,19,686
email_eu_core,degree_obs,0.5,2,20,693
email_eu_core,degree_obs,0.5,2,21,703
email_eu_core,degree_obs,0.5,2,22,706
email_eu_core,degree_obs,0.5,2,23,714
email_eu_core,degree_obs,0.5,2,24,715
email_eu_core,degree_obs,0.5,2,25,717
email_eu_core,degree_obs,0.5,2,26,722
email_eu_core,degree_obs,0.5,2,27,722
email_eu_core,degree_obs,0.5,2,28,730
email_eu_core,degree_obs,0.5,2,29,737
email_eu_core,degree_obs,0.5,2,30,738
email_eu_core,degree_obs,0.5,3,1,334
email_eu_core,degree_obs,0.5,3,2,406
email_eu_core,degree_obs,0.5,3,3,441
email_eu_core,degree_obs,0.5,3,4,496
email_eu_core,degree_obs,0.5,3,5,507
email_eu_core,degree_obs,0.5,3,6,517
email_eu_core,degree_obs,0.5,3,7,552
email_eu_core,degree_obs,0.5,3,8,568
email_eu_core,degree_obs,0.5,3,9,602
email_eu_core,degree_obs,0.5,3,10,615
email_eu_core,degree_obs,0.5,3,11,620
email_eu_core,degree_obs,0.5,3,12,625
email_eu_core,degree_obs,0.5,3,13,637
email_eu_core,degree_obs,0.5,3,14,641
email_eu_core,degree_obs,0.5,3,15,649
email_eu_core,degree_obs,0.5,3,16,663
email_eu_core,degree_obs,0.5,3,17,670
email_eu_core,degree_obs,0.5,3,18,672
email_eu_core,degree_obs,0.5,3,19,674
email_eu_core,degree_obs,0.5,3,20,680
email_eu_core,degree_obs,0.5,3,21,681
email_eu_core,degree_obs,0.5,3,22,683
email_eu_core,degree_obs,0.5,3,23,712
email_eu_core,degree_obs,0.5,3,24,720
email_eu_core,degree_obs,0.5,3,25,726
email_eu_core,degree_obs,0.5,3,26,731
email_eu_core,degree_obs,0.5,3,27,732
email_eu_core,degree_obs,0.5,3,28,733
email_eu_core,degree_obs,0.5,3,29,734
email_eu_core,degree_obs,0.5,3,30,753
email_eu_core,degree_obs,0.5,4,1,334
email_eu_core,degree_obs,0.5,4,2,416
email_eu_core,degree_obs,0.5,4,3,441
email_eu_core,degree_obs,0.5,4,4,463
email_eu_core,degree_obs,0.5,4,5,475
email_eu_core,degree_obs,0.5,4,6,517
email_eu_core,degree_obs,0.5,4,7,536
email_eu_core,degree_obs,0.5,4,8,543
email_eu_core,degree_obs,0.5,4,9,575
email_eu_core,degree_obs,0.5,4,10,580
email_eu_core,degree_obs,0.5,4,11,600
email_eu_core,degree_obs,0.5,4,12,605
email_eu_core,degree_obs,0.5,4,13,629
email_eu_core,degree_obs,0.5,4,14,632
email_eu_core,degree_obs,0.5,4,15,661
email_eu_core,degree_obs,0.5,4,16,663
email_eu_core,degree_obs,0.5,4,17,672
email_eu_core,degree_obs,0.5,4,18,672
email_eu_core,degree_obs,0.5,4,19,677
email_eu_core,degree_obs,0.5,4,20,684
email_eu_core,degree_obs,0.5,4,21,700
email_eu_core,degree_obs,0.5,4,22,702
email_eu_core,degree_obs,0.5,4,23,702
email_eu_core,degree_obs,0.5,4,24,704
email_eu_core,degree_obs,0.5,4,25,711
email_eu_core,degree_obs,0.5,4,26,713
email_eu_core,degree_obs,0.5,4,27,714
email_eu_core,degree_obs,0.5,4,28,719
email_eu_core,degree_obs,0.5,4,29,720
email_eu_core,degree_obs,0.5,4,30,725
email_eu_core,degree_obs,0.5,5,1,334
email_eu_core,degree_obs,0.5,5,2,406
email_eu_core,degree_obs,0.5,5,3,441
email_eu_core,degree_obs,0.5,5,4,496
email_eu_core,degree_obs,0.5,5,5,508
email_eu_core,degree_obs,0.5,5,6,544
email_eu_core,degree_obs,0.5,5,7,552
email_eu_core,degree_obs,0.5,5,8,563
email_eu_core,degree_obs,0.5,5,9,600
email_eu_core,degree_obs,0.5,5,10,608
email_eu_core,degree_obs,0.5,5,11,612
email_eu_core,degree_obs,0.5,5,12,619
email_eu_core,degree_obs,0.5,5,13,628
email_eu_core,degree_obs,0.5,5,14,640
email_eu_core,degree_obs,0.5,5,15,648
email_eu_core,degree_obs,0.5,5,16,663
email_eu_core,degree_obs,0.5,5,17,666
email_eu_core,degree_obs,0.5,5,18,670
email_eu_core,degree_obs,0.5,5,19,699
email_eu_core,degree_obs,0.5,5,20,702
email_eu_core,degree_obs,0.5,5,21,711
email_eu_core,degree_obs,0.5,5,22,717
email_eu_core,degree_obs,0.5,5,23,719
email_eu_core,degree_obs,0.5,5,24,720
email_eu_core,degree_obs,0.5,5,25,725
email_eu_core,degree_obs,0.5,5,26,732
email_eu_core,degree_obs,0.5,5,27,733
email_eu_core,degree_obs,0.5,5,28,741
email_eu_core,degree_obs,0.5,5,29,743
email_eu_core,degree_obs,0.5,5,30,744
email_eu_core,degree_obs,0.5,6,1,334
email_eu_core,degree_obs,0.5,6,2,416
email_eu_core,degree_obs,0.5,6,3,441
email_eu_core,degree_obs,0.5,6,4,460
email_eu_core,degree_obs,0.5,6,5,508
email_eu_core,degree_obs,0.5,6,6,544
email_eu_core,degree_obs,0.5,6,7,552
email_eu_core,degree_obs,0.5,6,8,563
email_eu_core,degree_obs,0.5,6,9,570
email_eu_core,degree_obs,0.5,6,10,580
email_eu_core,degree_obs,0.5,6,11,600
email_eu_core,degree_obs,0.5,6,12,625
email_eu_core,degree_obs,0.5,6,13,632
email_eu_core,degree_obs,0.5,6,14,633
email_eu_core,degree_obs,0.5,6,15,644
email_eu_core,degree_obs,0.5,6,16,647
email_eu_core,degree_obs,0.5,6,17,654
email_eu_core,degree_obs,0.5,6,18,658
email_eu_core,degree_obs,0.5,6,19,684
email_eu_core,degree_obs,0.5,6,20,692
email_eu_core,degree_obs,0.5,6,21,705
email_eu_core,degree_obs,0.5,6,22,705
email_eu_core,degree_obs,0.5,6,23,711
email_eu_core,degree_obs,0.5,6,24,719
email_eu_core,degree_obs,0.5,6,25,725
email_eu_core,degree_obs,0.5,6,26,731
email_eu_core,degree_obs,0.5,6,27,737
email_eu_core,degree_obs,0.5,6,28,742
email_eu_core,degree_obs,0.5,6,29,743
email_eu_core,degree_obs,0.5,6,30,746
email_eu_core,degree_obs,0.5,7,1,334
email_eu_core,degree_obs,0.5,7,2,406
email_eu_core,degree_obs,0.5,7,3,441
email_eu_core,degree_obs,0.5,7,4,496
email_eu_core,degree_obs,0.5,7,5,507
email_eu_core,degree_obs,0.5,7,6,517
email_eu_core,degree_obs,0.5,7,7,552
email_eu_core,degree_obs,0.5,7,8,590
email_eu_core,degree_obs,0.5,7,9,600
email_eu_core,degree_obs,0.5,7,10,604
email_eu_core,degree_obs,0.5,7,11,612
email_eu_core,degree_obs,0.5,7,12,625
email_eu_core,degree_obs,0.5,7,13,637
email_eu_core,degree_obs,0.5,7,14,668
email_eu_core,degree_obs,0.5,7,15,673
email_eu_core,degree_obs,0.5,7,16,675
email_eu_core,degree_obs,0.5,7,17,683
email_eu_core,degree_obs,0.5,7,18,684
email_eu_core,degree_obs,0.5,7,19,686
email_eu_core,degree_obs,0.5,7,20,688
email_eu_core,degree_obs,0.5,7,21,692
email_eu_core,degree_obs,0.5,7,22,700
email_eu_core,degree_obs,0.5,7,23,702
email_eu_core,degree_obs,0.5,7,24,704
email_eu_core,degree_obs,0.5,7,25,709
email_eu_core,degree_obs,0.5,7,26,715
email_eu_core,degree_obs,0.5,7,27,715
email_eu_core,degree_obs,0.5,7,28,716
email_eu_core,degree_obs,0.5,7,29,720
email_eu_core,degree_obs,0.5,7,30,729
email_eu_core,degree_obs,0.5,8,1,334
email_eu_core,degree_obs,0.5,8,2,406
email_eu_core,degree_obs,0.5,8,3,441
email_eu_core,degree_obs,0.5,8,4,491
email_eu_core,degree_obs,0.5,8,5,532
email_eu_core,degree_obs,0.5,8,6,544
email_eu_core,degree_obs,0.5,8,7,560
email_eu_core,degree_obs,0.5,8,8,568
email_eu_core,degree_obs,0.5,8,9,575
email_eu_core,degree_obs,0.5,8,10,608
email_eu_core,degree_obs,0.5,8,11,622
email_eu_core,degree_obs,0.5,8,12,630
email_eu_core,degree_obs,0.5,8,13,646
email_eu_core,degree_obs,0.5,8,14,649
email_eu_core,degree_obs,0.5,8,15,652
email_eu_core,degree_obs,0.5,8,16,663
email_eu_core,degree_obs,0.5,8,17,668
email_eu_core,degree_obs,0.5,8,18,675
email_eu_core,degree_obs,0.5,8,19,678
email_eu_core,degree_obs,0.5,8,20,705
email_eu_core,degree_obs,0.5,8,21,707
email_eu_core,degree_obs,0.5,8,22,712
email_eu_core,degree_obs,0.5,8,23,713
email_eu_core,degree_obs,0.5,8,24,716
email_eu_core,degree_obs,0.5,8,25,723
email_eu_core,degree_obs,0.5,8,26,724
email_eu_core,degree_obs,0.5,8,27,726
email_eu_core,degree_obs,0.5,8,28,727
email_eu_core,degree_obs,0.5,8,29,728
email_eu_core,degree_obs,0.5,8,30,730
email_eu_core,degree_obs,0.5,9,1,334
email_eu_core,degree_obs,0.5,9,2,416
email_eu_core,degree_obs,0.5,9,3,441
email_eu_core,degree_obs,0.5,9,4,460
email_eu_core,degree_obs,0.5,9,5,475
email_eu_core,degree_obs,0.5,9,6,490
email_eu_core,degree_obs,0.5,9,7,529
email_eu_core,degree_obs,0.5,9,8,562
email_eu_core,degree_obs,0.5,9,9,586
email_eu_core,degree_obs,0.5,9,10,592
email_eu_core,degree_obs,0.5,9,11,619
email_eu_core,degree_obs,0.5,9,12,628
email_eu_core,degree_obs,0.5,9,13,632
email_eu_core,degree_obs,0.5,9,14,648
email_eu_core,degree_obs,0.5,9,15,678
